price_log_id,brand,itinerary_name,region,cabin_category,sail_date,price_usd,recorded_at,_fivetran_synced
PL000002654,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-02-24,23562.78,2026-04-05T21:19:00.308141,2026-04-05T21:19:00.308142
PL000002655,Regent,Caribbean Classic,Caribbean,Master Suite,2024-02-24,23070.04,2026-04-05T21:19:00.308143,2026-04-05T21:19:00.308144
PL000002656,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-03-02,11173.18,2026-04-05T21:19:00.308146,2026-04-05T21:19:00.308146
PL000002657,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-03-02,8156.24,2026-04-05T21:19:00.308147,2026-04-05T21:19:00.308148
PL000002658,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-03-02,29655.03,2026-04-05T21:19:00.308149,2026-04-05T21:19:00.308150
PL000002659,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-03-02,17505.92,2026-04-05T21:19:00.308151,2026-04-05T21:19:00.308152
PL000002660,Regent,Caribbean Classic,Caribbean,Master Suite,2024-03-02,27538.55,2026-04-05T21:19:00.308153,2026-04-05T21:19:00.308154
PL000002661,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-03-09,19246.38,2026-04-05T21:19:00.308155,2026-04-05T21:19:00.308156
PL000002662,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-03-09,15813.51,2026-04-05T21:19:00.308157,2026-04-05T21:19:00.308158
PL000002663,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-03-09,33785.45,2026-04-05T21:19:00.308159,2026-04-05T21:19:00.308160
PL000002664,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-03-09,9757.97,2026-04-05T21:19:00.308161,2026-04-05T21:19:00.308162
PL000002665,Regent,Caribbean Classic,Caribbean,Master Suite,2024-03-09,9068.78,2026-04-05T21:19:00.308163,2026-04-05T21:19:00.308164
PL000002666,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-03-16,34029.84,2026-04-05T21:19:00.308165,2026-04-05T21:19:00.308166
PL000002667,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-03-16,10745.24,2026-04-05T21:19:00.308167,2026-04-05T21:19:00.308168
PL000002668,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-03-16,10687.74,2026-04-05T21:19:00.308169,2026-04-05T21:19:00.308170
PL000002669,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-03-16,30069.63,2026-04-05T21:19:00.308171,2026-04-05T21:19:00.308172
PL000002670,Regent,Caribbean Classic,Caribbean,Master Suite,2024-03-16,7490.09,2026-04-05T21:19:00.308173,2026-04-05T21:19:00.308174
PL000002671,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-03-23,12774.54,2026-04-05T21:19:00.308175,2026-04-05T21:19:00.308176
PL000002672,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-03-23,7432.28,2026-04-05T21:19:00.308177,2026-04-05T21:19:00.308178
PL000002673,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-03-23,24827.27,2026-04-05T21:19:00.308179,2026-04-05T21:19:00.308180
PL000002674,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-03-23,9378.09,2026-04-05T21:19:00.308181,2026-04-05T21:19:00.308181
PL000002675,Regent,Caribbean Classic,Caribbean,Master Suite,2024-03-23,24524.81,2026-04-05T21:19:00.308183,2026-04-05T21:19:00.308183
PL000002676,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-03-30,15950.38,2026-04-05T21:19:00.308185,2026-04-05T21:19:00.308185
PL000002677,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-03-30,32881.69,2026-04-05T21:19:00.308187,2026-04-05T21:19:00.308187
PL000002678,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-03-30,23051.41,2026-04-05T21:19:00.308189,2026-04-05T21:19:00.308189
PL000002679,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-03-30,7741.98,2026-04-05T21:19:00.308191,2026-04-05T21:19:00.308191
PL000002680,Regent,Caribbean Classic,Caribbean,Master Suite,2024-03-30,30623.9,2026-04-05T21:19:00.308193,2026-04-05T21:19:00.308193
PL000002681,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-04-06,5042.49,2026-04-05T21:19:00.308195,2026-04-05T21:19:00.308196
PL000002682,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-04-06,8204.22,2026-04-05T21:19:00.308197,2026-04-05T21:19:00.308198
PL000002683,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-04-06,24251.05,2026-04-05T21:19:00.308199,2026-04-05T21:19:00.308200
PL000002684,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-04-06,30432.3,2026-04-05T21:19:00.308201,2026-04-05T21:19:00.308201
PL000002685,Regent,Caribbean Classic,Caribbean,Master Suite,2024-04-06,23240.77,2026-04-05T21:19:00.308203,2026-04-05T21:19:00.308203
PL000002686,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-04-13,14788.61,2026-04-05T21:19:00.308205,2026-04-05T21:19:00.308206
PL000002687,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-04-13,5692.17,2026-04-05T21:19:00.308207,2026-04-05T21:19:00.308207
PL000002688,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-04-13,24034.58,2026-04-05T21:19:00.308209,2026-04-05T21:19:00.308209
PL000002689,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-04-13,5170.2,2026-04-05T21:19:00.308211,2026-04-05T21:19:00.308211
PL000002690,Regent,Caribbean Classic,Caribbean,Master Suite,2024-04-13,28754.03,2026-04-05T21:19:00.308213,2026-04-05T21:19:00.308213
PL000002691,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-04-20,27174.7,2026-04-05T21:19:00.308215,2026-04-05T21:19:00.308215
PL000002692,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-04-20,5446.15,2026-04-05T21:19:00.308217,2026-04-05T21:19:00.308217
PL000002693,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-04-20,10955.94,2026-04-05T21:19:00.308219,2026-04-05T21:19:00.308219
PL000002694,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-04-20,11798.71,2026-04-05T21:19:00.308221,2026-04-05T21:19:00.308221
PL000002695,Regent,Caribbean Classic,Caribbean,Master Suite,2024-04-20,23688.97,2026-04-05T21:19:00.308223,2026-04-05T21:19:00.308223
PL000002696,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-04-27,29085.58,2026-04-05T21:19:00.308225,2026-04-05T21:19:00.308225
PL000002697,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-04-27,25757.98,2026-04-05T21:19:00.308227,2026-04-05T21:19:00.308227
PL000002698,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-04-27,8525.52,2026-04-05T21:19:00.308229,2026-04-05T21:19:00.308229
PL000002699,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-04-27,6662.24,2026-04-05T21:19:00.308231,2026-04-05T21:19:00.308231
PL000002700,Regent,Caribbean Classic,Caribbean,Master Suite,2024-04-27,14590.02,2026-04-05T21:19:00.308233,2026-04-05T21:19:00.308233
PL000002701,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-05-04,25846.29,2026-04-05T21:19:00.308235,2026-04-05T21:19:00.308236
PL000002702,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-05-04,11675.85,2026-04-05T21:19:00.308237,2026-04-05T21:19:00.308238
PL000002703,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-05-04,22924.37,2026-04-05T21:19:00.308239,2026-04-05T21:19:00.308240
PL000002704,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-05-04,23578.95,2026-04-05T21:19:00.308241,2026-04-05T21:19:00.308242
PL000002705,Regent,Caribbean Classic,Caribbean,Master Suite,2024-05-04,5922.26,2026-04-05T21:19:00.308243,2026-04-05T21:19:00.308244
PL000002706,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-05-11,6795.93,2026-04-05T21:19:00.308245,2026-04-05T21:19:00.308246
PL000002707,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-05-11,7338.93,2026-04-05T21:19:00.308247,2026-04-05T21:19:00.308248
PL000002708,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-05-11,26254.19,2026-04-05T21:19:00.308249,2026-04-05T21:19:00.308250
PL000002709,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-05-11,25072.19,2026-04-05T21:19:00.308251,2026-04-05T21:19:00.308252
PL000002710,Regent,Caribbean Classic,Caribbean,Master Suite,2024-05-11,27254.41,2026-04-05T21:19:00.308253,2026-04-05T21:19:00.308253
PL000002711,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-05-18,11457.33,2026-04-05T21:19:00.308255,2026-04-05T21:19:00.308255
PL000002712,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-05-18,19816.34,2026-04-05T21:19:00.308257,2026-04-05T21:19:00.308257
PL000002713,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-05-18,12936.5,2026-04-05T21:19:00.308259,2026-04-05T21:19:00.308259
PL000002714,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-05-18,24992.85,2026-04-05T21:19:00.308260,2026-04-05T21:19:00.308261
PL000002715,Regent,Caribbean Classic,Caribbean,Master Suite,2024-05-18,6310.95,2026-04-05T21:19:00.308262,2026-04-05T21:19:00.308263
PL000002716,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-05-25,19738.38,2026-04-05T21:19:00.308264,2026-04-05T21:19:00.308265
PL000002717,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-05-25,23736.85,2026-04-05T21:19:00.308266,2026-04-05T21:19:00.308266
PL000002718,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-05-25,7489.96,2026-04-05T21:19:00.308268,2026-04-05T21:19:00.308268
PL000002719,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-05-25,21396.77,2026-04-05T21:19:00.308269,2026-04-05T21:19:00.308270
PL000002720,Regent,Caribbean Classic,Caribbean,Master Suite,2024-05-25,9498.6,2026-04-05T21:19:00.308271,2026-04-05T21:19:00.308271
PL000002721,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-06-01,18783.68,2026-04-05T21:19:00.308273,2026-04-05T21:19:00.308273
PL000002722,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-06-01,8068.77,2026-04-05T21:19:00.308275,2026-04-05T21:19:00.308275
PL000002723,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-06-01,24616.77,2026-04-05T21:19:00.308276,2026-04-05T21:19:00.308277
PL000002724,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-06-01,11266.12,2026-04-05T21:19:00.308278,2026-04-05T21:19:00.308279
PL000002725,Regent,Caribbean Classic,Caribbean,Master Suite,2024-06-01,12829.38,2026-04-05T21:19:00.308280,2026-04-05T21:19:00.308280
PL000002726,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-06-08,9586.38,2026-04-05T21:19:00.308282,2026-04-05T21:19:00.308283
PL000002727,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-06-08,17684.24,2026-04-05T21:19:00.308284,2026-04-05T21:19:00.308284
PL000002728,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-06-08,18030.74,2026-04-05T21:19:00.308285,2026-04-05T21:19:00.308286
PL000002729,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-06-08,5952.99,2026-04-05T21:19:00.308287,2026-04-05T21:19:00.308288
PL000002730,Regent,Caribbean Classic,Caribbean,Master Suite,2024-06-08,13273.69,2026-04-05T21:19:00.308289,2026-04-05T21:19:00.308289
PL000002731,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-06-15,23224.64,2026-04-05T21:19:00.308291,2026-04-05T21:19:00.308291
PL000002732,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-06-15,10264.08,2026-04-05T21:19:00.308293,2026-04-05T21:19:00.308293
PL000002733,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-06-15,25433.64,2026-04-05T21:19:00.308294,2026-04-05T21:19:00.308295
PL000002734,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-06-15,6517.45,2026-04-05T21:19:00.308296,2026-04-05T21:19:00.308297
PL000002735,Regent,Caribbean Classic,Caribbean,Master Suite,2024-06-15,16004.91,2026-04-05T21:19:00.308298,2026-04-05T21:19:00.308298
PL000002736,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-06-22,30896.04,2026-04-05T21:19:00.308300,2026-04-05T21:19:00.308300
PL000002737,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-06-22,26172.54,2026-04-05T21:19:00.308302,2026-04-05T21:19:00.308302
PL000002738,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-06-22,27924.25,2026-04-05T21:19:00.308303,2026-04-05T21:19:00.308304
PL000002739,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-06-22,6663.39,2026-04-05T21:19:00.308305,2026-04-05T21:19:00.308306
PL000002740,Regent,Caribbean Classic,Caribbean,Master Suite,2024-06-22,30743.76,2026-04-05T21:19:00.308307,2026-04-05T21:19:00.308307
PL000002741,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-06-29,11802.45,2026-04-05T21:19:00.308309,2026-04-05T21:19:00.308309
PL000002742,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-06-29,23714.49,2026-04-05T21:19:00.308311,2026-04-05T21:19:00.308311
PL000002743,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-06-29,20691.45,2026-04-05T21:19:00.308313,2026-04-05T21:19:00.308313
PL000002744,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-06-29,19273.64,2026-04-05T21:19:00.308314,2026-04-05T21:19:00.308315
PL000002745,Regent,Caribbean Classic,Caribbean,Master Suite,2024-06-29,26120.79,2026-04-05T21:19:00.308316,2026-04-05T21:19:00.308317
PL000002746,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-07-06,16954.14,2026-04-05T21:19:00.308319,2026-04-05T21:19:00.308319
PL000002747,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-07-06,11424.18,2026-04-05T21:19:00.308321,2026-04-05T21:19:00.308321
PL000002748,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-07-06,24424.82,2026-04-05T21:19:00.308323,2026-04-05T21:19:00.308323
PL000002749,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-07-06,16268.84,2026-04-05T21:19:00.308324,2026-04-05T21:19:00.308325
PL000002750,Regent,Caribbean Classic,Caribbean,Master Suite,2024-07-06,23213.95,2026-04-05T21:19:00.308326,2026-04-05T21:19:00.308327
PL000002751,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-07-13,5899.53,2026-04-05T21:19:00.308329,2026-04-05T21:19:00.308329
PL000002752,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-07-13,18873.34,2026-04-05T21:19:00.308331,2026-04-05T21:19:00.308331
PL000002753,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-07-13,8309.76,2026-04-05T21:19:00.308333,2026-04-05T21:19:00.308333
PL000002754,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-07-13,20835.13,2026-04-05T21:19:00.308334,2026-04-05T21:19:00.308335
PL000002755,Regent,Caribbean Classic,Caribbean,Master Suite,2024-07-13,5173.48,2026-04-05T21:19:00.308336,2026-04-05T21:19:00.308337
PL000002756,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-07-20,27215.85,2026-04-05T21:19:00.308339,2026-04-05T21:19:00.308339
PL000002757,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-07-20,11137.32,2026-04-05T21:19:00.308340,2026-04-05T21:19:00.308341
PL000002758,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-07-20,19119.15,2026-04-05T21:19:00.308342,2026-04-05T21:19:00.308343
PL000002759,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-07-20,15397.8,2026-04-05T21:19:00.308344,2026-04-05T21:19:00.308345
PL000002760,Regent,Caribbean Classic,Caribbean,Master Suite,2024-07-20,24553.5,2026-04-05T21:19:00.308346,2026-04-05T21:19:00.308347
PL000002761,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-07-27,17684.98,2026-04-05T21:19:00.308348,2026-04-05T21:19:00.308349
PL000002762,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-07-27,18805.38,2026-04-05T21:19:00.308350,2026-04-05T21:19:00.308351
PL000002763,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-07-27,15730.2,2026-04-05T21:19:00.308352,2026-04-05T21:19:00.308353
PL000002764,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-07-27,11580.37,2026-04-05T21:19:00.308354,2026-04-05T21:19:00.308355
PL000002765,Regent,Caribbean Classic,Caribbean,Master Suite,2024-07-27,15711.01,2026-04-05T21:19:00.308356,2026-04-05T21:19:00.308356
PL000002766,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-08-03,9447.5,2026-04-05T21:19:00.308358,2026-04-05T21:19:00.308359
PL000002767,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-08-03,15597.96,2026-04-05T21:19:00.308360,2026-04-05T21:19:00.308361
PL000002768,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-08-03,30992.63,2026-04-05T21:19:00.308362,2026-04-05T21:19:00.308362
PL000002769,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-08-03,18484.29,2026-04-05T21:19:00.308364,2026-04-05T21:19:00.308364
PL000002770,Regent,Caribbean Classic,Caribbean,Master Suite,2024-08-03,26349.01,2026-04-05T21:19:00.308366,2026-04-05T21:19:00.308366
PL000002771,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-08-10,9424.41,2026-04-05T21:19:00.308368,2026-04-05T21:19:00.308368
PL000002772,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-08-10,27733.25,2026-04-05T21:19:00.308370,2026-04-05T21:19:00.308370
PL000002773,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-08-10,17211.43,2026-04-05T21:19:00.308372,2026-04-05T21:19:00.308372
PL000002774,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-08-10,17382.74,2026-04-05T21:19:00.308374,2026-04-05T21:19:00.308374
PL000002775,Regent,Caribbean Classic,Caribbean,Master Suite,2024-08-10,8100.79,2026-04-05T21:19:00.308375,2026-04-05T21:19:00.308376
PL000002776,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-08-17,7542.75,2026-04-05T21:19:00.308378,2026-04-05T21:19:00.308378
PL000002777,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-08-17,21798.75,2026-04-05T21:19:00.308380,2026-04-05T21:19:00.308380
PL000002778,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-08-17,5446.64,2026-04-05T21:19:00.308382,2026-04-05T21:19:00.308382
PL000002779,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-08-17,9566.74,2026-04-05T21:19:00.308383,2026-04-05T21:19:00.308384
PL000002780,Regent,Caribbean Classic,Caribbean,Master Suite,2024-08-17,6721.49,2026-04-05T21:19:00.308385,2026-04-05T21:19:00.308386
PL000002781,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-08-24,12864.07,2026-04-05T21:19:00.308388,2026-04-05T21:19:00.308388
PL000002782,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-08-24,15902.08,2026-04-05T21:19:00.308390,2026-04-05T21:19:00.308390
PL000002783,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-08-24,29035.58,2026-04-05T21:19:00.308392,2026-04-05T21:19:00.308392
PL000002784,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-08-24,26224.04,2026-04-05T21:19:00.308393,2026-04-05T21:19:00.308394
PL000002785,Regent,Caribbean Classic,Caribbean,Master Suite,2024-08-24,9377.48,2026-04-05T21:19:00.308395,2026-04-05T21:19:00.308396
PL000002786,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-08-31,15493.75,2026-04-05T21:19:00.308398,2026-04-05T21:19:00.308398
PL000002787,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-08-31,21277.21,2026-04-05T21:19:00.308399,2026-04-05T21:19:00.308400
PL000002788,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-08-31,19595.45,2026-04-05T21:19:00.308401,2026-04-05T21:19:00.308402
PL000002789,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-08-31,19000.56,2026-04-05T21:19:00.308403,2026-04-05T21:19:00.308404
PL000002790,Regent,Caribbean Classic,Caribbean,Master Suite,2024-08-31,7498.97,2026-04-05T21:19:00.308405,2026-04-05T21:19:00.308406
PL000002791,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-09-07,11662.36,2026-04-05T21:19:00.308407,2026-04-05T21:19:00.308408
PL000002792,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-09-07,19884.92,2026-04-05T21:19:00.308409,2026-04-05T21:19:00.308410
PL000002793,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-09-07,29286.03,2026-04-05T21:19:00.308411,2026-04-05T21:19:00.308412
PL000002794,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-09-07,12407.26,2026-04-05T21:19:00.308413,2026-04-05T21:19:00.308414
PL000002795,Regent,Caribbean Classic,Caribbean,Master Suite,2024-09-07,27045.13,2026-04-05T21:19:00.308415,2026-04-05T21:19:00.308416
PL000002796,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-09-14,13165.52,2026-04-05T21:19:00.308417,2026-04-05T21:19:00.308418
PL000002797,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-09-14,26094.05,2026-04-05T21:19:00.308419,2026-04-05T21:19:00.308420
PL000002798,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-09-14,22334.27,2026-04-05T21:19:00.308421,2026-04-05T21:19:00.308422
PL000002799,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-09-14,24119.5,2026-04-05T21:19:00.308423,2026-04-05T21:19:00.308424
PL000002800,Regent,Caribbean Classic,Caribbean,Master Suite,2024-09-14,25259.61,2026-04-05T21:19:00.308425,2026-04-05T21:19:00.308426
PL000002801,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-09-21,23945.53,2026-04-05T21:19:00.308428,2026-04-05T21:19:00.308428
PL000002802,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-09-21,17060.05,2026-04-05T21:19:00.308430,2026-04-05T21:19:00.308430
PL000002803,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-09-21,25874.35,2026-04-05T21:19:00.308431,2026-04-05T21:19:00.308432
PL000002804,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-09-21,21602.4,2026-04-05T21:19:00.308433,2026-04-05T21:19:00.308434
PL000002805,Regent,Caribbean Classic,Caribbean,Master Suite,2024-09-21,22603.3,2026-04-05T21:19:00.308435,2026-04-05T21:19:00.308436
PL000002806,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-09-28,27724.93,2026-04-05T21:19:00.308437,2026-04-05T21:19:00.308438
PL000002807,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-09-28,9023.81,2026-04-05T21:19:00.308439,2026-04-05T21:19:00.308440
PL000002808,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-09-28,25169.69,2026-04-05T21:19:00.308441,2026-04-05T21:19:00.308442
PL000002809,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-09-28,19785.56,2026-04-05T21:19:00.308443,2026-04-05T21:19:00.308444
PL000002810,Regent,Caribbean Classic,Caribbean,Master Suite,2024-09-28,17783.7,2026-04-05T21:19:00.308445,2026-04-05T21:19:00.308446
PL000002811,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-10-05,27507.91,2026-04-05T21:19:00.308447,2026-04-05T21:19:00.308448
PL000002812,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-10-05,27283.02,2026-04-05T21:19:00.308449,2026-04-05T21:19:00.308450
PL000002813,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-10-05,15277.33,2026-04-05T21:19:00.308451,2026-04-05T21:19:00.308452
PL000002814,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-10-05,26156.31,2026-04-05T21:19:00.308453,2026-04-05T21:19:00.308454
PL000002815,Regent,Caribbean Classic,Caribbean,Master Suite,2024-10-05,5908.06,2026-04-05T21:19:00.308455,2026-04-05T21:19:00.308456
PL000002816,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-10-12,28908.42,2026-04-05T21:19:00.308457,2026-04-05T21:19:00.308458
PL000002817,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-10-12,12922.49,2026-04-05T21:19:00.308459,2026-04-05T21:19:00.308460
PL000002818,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-10-12,7047.62,2026-04-05T21:19:00.308461,2026-04-05T21:19:00.308462
PL000002819,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-10-12,20154.45,2026-04-05T21:19:00.308463,2026-04-05T21:19:00.308463
PL000002820,Regent,Caribbean Classic,Caribbean,Master Suite,2024-10-12,6390.63,2026-04-05T21:19:00.308465,2026-04-05T21:19:00.308465
PL000002821,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-10-19,24493.69,2026-04-05T21:19:00.308467,2026-04-05T21:19:00.308468
PL000002822,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-10-19,29533.96,2026-04-05T21:19:00.308469,2026-04-05T21:19:00.308469
PL000002823,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-10-19,25622.99,2026-04-05T21:19:00.308471,2026-04-05T21:19:00.308471
PL000002824,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-10-19,13432.76,2026-04-05T21:19:00.308473,2026-04-05T21:19:00.308473
PL000002825,Regent,Caribbean Classic,Caribbean,Master Suite,2024-10-19,18413.35,2026-04-05T21:19:00.308475,2026-04-05T21:19:00.308475
PL000002826,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-10-26,27638.95,2026-04-05T21:19:00.308477,2026-04-05T21:19:00.308477
PL000002827,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-10-26,5229.67,2026-04-05T21:19:00.308479,2026-04-05T21:19:00.308479
PL000002828,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-10-26,13271.59,2026-04-05T21:19:00.308481,2026-04-05T21:19:00.308481
PL000002829,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-10-26,20103.72,2026-04-05T21:19:00.308483,2026-04-05T21:19:00.308483
PL000002830,Regent,Caribbean Classic,Caribbean,Master Suite,2024-10-26,25398.14,2026-04-05T21:19:00.308485,2026-04-05T21:19:00.308485
PL000002831,Regent,Caribbean Classic,Caribbean,Deluxe Suite,2024-11-02,17942.85,2026-04-05T21:19:00.308487,2026-04-05T21:19:00.308487
PL000002832,Regent,Caribbean Classic,Caribbean,Superior Suite,2024-11-02,20059.26,2026-04-05T21:19:00.308489,2026-04-05T21:19:00.308489
PL000002833,Regent,Caribbean Classic,Caribbean,Penthouse Suite,2024-11-02,22103.38,2026-04-05T21:19:00.308491,2026-04-05T21:19:00.308491
PL000002834,Regent,Caribbean Classic,Caribbean,Grand Suite,2024-11-02,21676.86,2026-04-05T21:19:00.308492,2026-04-05T21:19:00.308493
PL000002835,Regent,Caribbean Classic,Caribbean,Master Suite,2024-11-02,6621.32,2026-04-05T21:19:00.308494,2026-04-05T21:19:00.308495
