dining,spa,excursions,beverage,casino,retail,booking_id,guest_id,brand,sail_date,total_onboard_spend_usd,_fivetran_synced
189.81,271.25,2198.44,193.03,107.95,566.21,BK0003399,G0007092,Oceania,2024-12-27,3526.69,2026-04-05T21:18:59.402860
0.0,1126.06,165.66,0.0,233.39,965.95,BK0003400,G0014208,Regent,2025-06-15,2491.06,2026-04-05T21:18:59.402879
314.61,735.2,1593.0,24.09,1858.4,173.66,BK0003401,G0014696,Norwegian,2025-09-17,4698.96,2026-04-05T21:18:59.402897
229.97,257.76,1560.3,217.42,168.14,263.63,BK0003403,G0016471,Oceania,2025-05-18,2697.22,2026-04-05T21:18:59.402915
0.0,509.18,1734.57,0.0,220.35,570.61,BK0003404,G0001342,Regent,2025-06-13,3034.71,2026-04-05T21:18:59.402933
0.0,221.01,450.59,0.0,141.83,205.08,BK0003405,G0012723,Regent,2024-09-30,1018.51,2026-04-05T21:18:59.402951
229.42,682.49,3362.43,223.35,43.35,57.13,BK0003406,G0006573,Oceania,2025-10-29,4598.17,2026-04-05T21:18:59.402969
276.08,52.89,929.03,741.26,19.31,181.61,BK0003407,G0011274,Norwegian,2023-06-21,2200.18,2026-04-05T21:18:59.402988
195.74,13.65,542.91,62.41,145.84,679.5,BK0003408,G0001547,Oceania,2025-05-04,1640.05,2026-04-05T21:18:59.403006
83.73,47.6,391.37,53.32,11.72,162.61,BK0003409,G0017762,Norwegian,2025-12-03,750.35,2026-04-05T21:18:59.403024
185.08,210.55,766.52,60.11,254.29,154.18,BK0003410,G0007101,Norwegian,2024-11-30,1630.73,2026-04-05T21:18:59.403042
43.15,373.71,107.35,300.93,311.32,146.71,BK0003411,G0000098,Norwegian,2025-07-17,1283.17,2026-04-05T21:18:59.403060
501.7,455.81,599.9,691.84,70.55,185.07,BK0003412,G0005662,Norwegian,2025-07-15,2504.87,2026-04-05T21:18:59.403078
0.0,76.88,2054.08,0.0,354.75,502.01,BK0003413,G0011675,Regent,2024-10-11,2987.72,2026-04-05T21:18:59.403096
289.39,51.89,2327.8,383.76,391.56,173.45,BK0003414,G0009477,Norwegian,2022-03-06,3617.85,2026-04-05T21:18:59.403115
582.22,216.46,789.09,615.88,830.54,285.92,BK0003415,G0000871,Norwegian,2024-11-16,3320.11,2026-04-05T21:18:59.403133
0.0,744.97,1390.2,0.0,54.99,254.6,BK0003416,G0001072,Regent,2022-03-29,2444.76,2026-04-05T21:18:59.403152
503.23,329.07,1379.16,277.82,490.94,21.86,BK0003417,G0017837,Norwegian,2025-07-23,3002.08,2026-04-05T21:18:59.403170
275.74,588.08,2888.34,25.09,328.72,62.95,BK0003418,G0010023,Norwegian,2022-04-16,4168.92,2026-04-05T21:18:59.403188
419.46,281.92,642.89,476.62,500.57,167.05,BK0003419,G0003854,Norwegian,2022-06-09,2488.51,2026-04-05T21:18:59.403205
208.13,109.22,1226.92,224.79,260.37,1024.42,BK0003420,G0011725,Oceania,2022-06-03,3053.85,2026-04-05T21:18:59.403222
106.39,312.01,840.8,40.36,4.6,164.65,BK0003421,G0010431,Oceania,2024-11-02,1468.81,2026-04-05T21:18:59.403238
394.85,333.57,1061.44,46.91,842.14,247.2,BK0003422,G0018481,Norwegian,2022-06-10,2926.11,2026-04-05T21:18:59.403255
322.99,1063.63,1513.8,534.52,95.44,144.98,BK0003424,G0018468,Oceania,2025-10-18,3675.36,2026-04-05T21:18:59.403272
256.17,776.32,428.73,123.39,34.4,587.07,BK0003425,G0014902,Oceania,2022-05-12,2206.08,2026-04-05T21:18:59.403289
190.13,262.6,1488.19,426.05,407.53,45.73,BK0003426,G0016546,Norwegian,2023-01-18,2820.23,2026-04-05T21:18:59.403307
387.7,390.58,1207.56,789.98,412.17,176.32,BK0003427,G0016792,Norwegian,2022-02-16,3364.31,2026-04-05T21:18:59.403325
297.18,372.81,35.26,561.31,735.23,256.57,BK0003428,G0004994,Norwegian,2025-06-13,2258.36,2026-04-05T21:18:59.403344
658.99,140.24,2274.67,1239.58,556.89,492.24,BK0003429,G0019104,Norwegian,2024-08-14,5362.61,2026-04-05T21:18:59.403362
0.0,79.53,731.58,0.0,259.84,288.07,BK0003430,G0005488,Regent,2023-11-20,1359.02,2026-04-05T21:18:59.403380
546.11,237.44,123.7,613.41,214.96,109.59,BK0003431,G0005623,Norwegian,2023-02-11,1845.21,2026-04-05T21:18:59.403398
308.18,469.38,858.11,319.95,752.32,357.49,BK0003432,G0004772,Norwegian,2022-12-19,3065.43,2026-04-05T21:18:59.403416
1137.27,855.82,169.82,1464.88,871.24,268.61,BK0003433,G0001985,Norwegian,2023-08-19,4767.64,2026-04-05T21:18:59.403434
192.85,231.46,238.92,99.7,18.32,20.51,BK0003434,G0009241,Norwegian,2022-08-20,801.76,2026-04-05T21:18:59.403452
0.0,230.02,2663.21,0.0,272.52,210.17,BK0003435,G0000772,Regent,2025-09-21,3375.92,2026-04-05T21:18:59.403470
20.46,407.33,2011.64,384.93,108.92,675.7,BK0003436,G0006024,Oceania,2025-08-25,3608.98,2026-04-05T21:18:59.403489
85.23,22.06,2166.18,593.63,143.98,688.61,BK0003437,G0012463,Oceania,2023-12-14,3699.69,2026-04-05T21:18:59.403507
482.09,433.31,623.37,546.57,89.77,341.52,BK0003438,G0010295,Norwegian,2022-02-23,2516.63,2026-04-05T21:18:59.403525
27.97,417.9,1192.09,313.52,714.04,187.55,BK0003439,G0018676,Norwegian,2024-09-17,2853.07,2026-04-05T21:18:59.403543
0.0,368.26,638.58,0.0,126.65,253.56,BK0003440,G0013308,Regent,2023-04-21,1387.05,2026-04-05T21:18:59.403561
209.0,344.98,583.02,759.45,246.33,215.74,BK0003441,G0019007,Norwegian,2024-09-23,2358.52,2026-04-05T21:18:59.403579
1056.48,13.37,2164.75,836.15,1853.96,747.43,BK0003442,G0016902,Norwegian,2023-05-07,6672.14,2026-04-05T21:18:59.403597
285.91,320.92,213.79,509.77,730.1,57.55,BK0003443,G0006767,Norwegian,2023-11-26,2118.04,2026-04-05T21:18:59.403615
502.49,20.52,1084.65,397.72,904.93,176.73,BK0003445,G0006714,Norwegian,2025-05-18,3087.04,2026-04-05T21:18:59.403633
535.81,13.75,696.68,432.94,944.2,0.05,BK0003446,G0016050,Norwegian,2022-08-28,2623.43,2026-04-05T21:18:59.403651
285.08,50.02,1153.9,432.36,299.77,74.11,BK0003447,G0007942,Norwegian,2024-11-26,2295.24,2026-04-05T21:18:59.403670
165.21,586.0,2686.77,400.56,171.89,31.17,BK0003448,G0011532,Oceania,2024-10-11,4041.6,2026-04-05T21:18:59.403688
338.47,1073.76,2358.04,501.93,195.33,630.75,BK0003449,G0012232,Oceania,2022-05-05,5098.28,2026-04-05T21:18:59.403705
156.0,67.64,216.78,342.9,374.91,365.1,BK0003450,G0006011,Norwegian,2023-06-21,1523.33,2026-04-05T21:18:59.403721
397.89,290.3,738.69,460.8,602.88,147.26,BK0003451,G0003428,Norwegian,2024-01-22,2637.82,2026-04-05T21:18:59.403737
95.76,700.04,869.93,140.96,257.97,120.27,BK0003452,G0016558,Norwegian,2023-09-23,2184.93,2026-04-05T21:18:59.403754
952.09,245.95,109.72,437.12,1968.99,611.23,BK0003453,G0005125,Norwegian,2024-05-06,4325.1,2026-04-05T21:18:59.403770
82.05,477.83,73.16,105.22,9.89,171.95,BK0003455,G0003720,Oceania,2024-02-06,920.1,2026-04-05T21:18:59.403787
241.73,12.32,431.9,329.3,160.21,131.63,BK0003456,G0000894,Norwegian,2023-03-22,1307.09,2026-04-05T21:18:59.403803
304.96,826.95,423.08,1552.42,1974.22,523.34,BK0003457,G0011881,Norwegian,2023-09-02,5604.97,2026-04-05T21:18:59.403821
243.91,410.68,1744.43,71.31,165.69,490.63,BK0003458,G0006941,Oceania,2024-04-15,3126.65,2026-04-05T21:18:59.403839
264.07,277.95,1596.95,63.4,820.08,319.34,BK0003459,G0008317,Norwegian,2022-06-11,3341.79,2026-04-05T21:18:59.403857
0.0,1149.32,1620.37,0.0,74.46,259.26,BK0003460,G0015440,Regent,2023-08-24,3103.41,2026-04-05T21:18:59.403875
840.24,148.01,1208.77,227.85,102.45,376.5,BK0003461,G0019023,Norwegian,2022-08-01,2903.82,2026-04-05T21:18:59.403893
56.85,63.8,409.66,173.57,371.0,393.97,BK0003462,G0013027,Norwegian,2024-08-11,1468.85,2026-04-05T21:18:59.403911
291.29,15.19,758.7,168.9,435.11,104.51,BK0003463,G0013701,Norwegian,2023-05-28,1773.7,2026-04-05T21:18:59.403929
15.14,12.21,129.19,131.98,228.9,197.43,BK0003464,G0002537,Norwegian,2025-09-10,714.85,2026-04-05T21:18:59.403947
101.56,195.35,69.76,22.91,35.25,24.75,BK0003465,G0012018,Oceania,2022-05-30,449.58,2026-04-05T21:18:59.403965
52.96,369.37,180.69,516.07,757.41,148.41,BK0003466,G0010819,Norwegian,2024-08-10,2024.91,2026-04-05T21:18:59.403983
86.3,607.3,1237.34,170.07,128.09,506.85,BK0003467,G0013017,Oceania,2023-01-18,2735.95,2026-04-05T21:18:59.404001
0.0,137.95,2691.19,0.0,528.17,1462.09,BK0003468,G0006100,Regent,2025-04-29,4819.4,2026-04-05T21:18:59.404019
88.67,799.84,143.29,224.78,64.6,689.55,BK0003469,G0019062,Oceania,2023-11-21,2010.73,2026-04-05T21:18:59.404037
365.14,394.61,478.32,199.56,658.08,262.38,BK0003470,G0015677,Norwegian,2022-10-18,2358.09,2026-04-05T21:18:59.404055
40.79,732.98,441.79,376.33,51.28,181.57,BK0003471,G0017055,Norwegian,2025-10-03,1824.74,2026-04-05T21:18:59.404073
23.39,1.41,62.21,91.84,159.16,82.02,BK0003472,G0016753,Norwegian,2025-09-19,420.03,2026-04-05T21:18:59.404091
335.96,232.74,1036.95,408.64,971.79,365.52,BK0003474,G0000188,Norwegian,2022-01-28,3351.6,2026-04-05T21:18:59.404110
0.0,35.22,1288.9,0.0,34.78,379.69,BK0003475,G0016346,Regent,2022-10-18,1738.59,2026-04-05T21:18:59.404127
219.41,557.28,1391.96,277.08,99.8,51.85,BK0003476,G0008074,Oceania,2023-11-03,2597.38,2026-04-05T21:18:59.404146
120.36,51.88,2300.74,124.87,153.86,128.21,BK0003477,G0011326,Oceania,2022-03-02,2879.92,2026-04-05T21:18:59.404164
537.03,81.74,0.66,274.0,855.2,297.86,BK0003479,G0004387,Norwegian,2023-01-16,2046.49,2026-04-05T21:18:59.404182
0.0,322.0,2006.84,0.0,353.37,398.74,BK0003480,G0006148,Regent,2023-05-03,3080.95,2026-04-05T21:18:59.404200
0.0,376.19,1906.29,0.0,327.04,532.95,BK0003481,G0002245,Regent,2022-06-24,3142.47,2026-04-05T21:18:59.404216
175.73,422.95,1328.84,326.68,12.31,214.3,BK0003482,G0011175,Oceania,2023-04-06,2480.81,2026-04-05T21:18:59.404232
501.86,1027.39,4190.57,140.76,190.47,917.54,BK0003483,G0004411,Oceania,2024-09-07,6968.59,2026-04-05T21:18:59.404248
275.14,0.62,1216.57,344.81,187.03,31.98,BK0003484,G0007121,Oceania,2023-06-23,2056.15,2026-04-05T21:18:59.404266
0.0,249.41,4980.09,0.0,575.87,110.11,BK0003485,G0002466,Regent,2024-05-11,5915.48,2026-04-05T21:18:59.404284
254.01,82.88,1128.56,344.22,100.25,411.84,BK0003486,G0011386,Oceania,2023-01-12,2321.76,2026-04-05T21:18:59.404302
219.58,659.21,2076.44,117.39,108.82,642.68,BK0003487,G0016301,Oceania,2022-11-14,3824.12,2026-04-05T21:18:59.404321
86.37,243.66,645.93,169.43,50.2,19.39,BK0003488,G0015715,Norwegian,2023-01-16,1214.98,2026-04-05T21:18:59.404339
46.66,209.05,1151.65,195.74,21.82,206.56,BK0003489,G0011972,Oceania,2024-06-27,1831.48,2026-04-05T21:18:59.404357
136.24,121.27,419.29,19.46,296.84,182.24,BK0003490,G0007130,Norwegian,2024-08-28,1175.34,2026-04-05T21:18:59.404375
0.0,100.43,3866.56,0.0,428.95,1919.91,BK0003491,G0012476,Regent,2025-11-27,6315.85,2026-04-05T21:18:59.404394
471.88,311.47,308.79,1048.84,339.17,670.04,BK0003492,G0009919,Norwegian,2023-03-09,3150.19,2026-04-05T21:18:59.404412
0.0,447.02,296.51,0.0,51.85,575.42,BK0003493,G0018058,Regent,2025-01-09,1370.8,2026-04-05T21:18:59.404430
0.0,1085.25,3923.27,0.0,288.63,529.51,BK0003494,G0016851,Regent,2025-10-12,5826.66,2026-04-05T21:18:59.404448
250.31,370.16,183.47,460.46,454.4,3.51,BK0003495,G0016951,Norwegian,2023-09-12,1722.31,2026-04-05T21:18:59.404466
449.0,179.61,1052.89,617.8,680.9,41.72,BK0003496,G0000651,Norwegian,2024-06-01,3021.92,2026-04-05T21:18:59.404484
10.43,100.55,607.65,775.46,39.99,45.23,BK0003497,G0002560,Norwegian,2022-01-09,1579.31,2026-04-05T21:18:59.404502
143.56,124.22,1095.49,135.33,98.42,319.53,BK0003498,G0001725,Oceania,2025-06-27,1916.55,2026-04-05T21:18:59.404520
492.44,919.33,1258.38,339.18,125.47,519.34,BK0003499,G0018292,Oceania,2024-06-27,3654.14,2026-04-05T21:18:59.404539
128.85,692.64,1775.78,484.77,783.63,57.7,BK0003500,G0008536,Norwegian,2023-12-07,3923.37,2026-04-05T21:18:59.404557
200.47,168.43,66.18,242.8,81.0,83.1,BK0003501,G0013703,Norwegian,2023-04-10,841.98,2026-04-05T21:18:59.404575
399.76,14.77,444.2,483.55,863.02,232.74,BK0003502,G0010817,Norwegian,2025-06-16,2438.04,2026-04-05T21:18:59.404593
68.38,56.74,659.11,703.4,966.23,302.02,BK0003503,G0011762,Norwegian,2022-11-01,2755.88,2026-04-05T21:18:59.404611
403.88,278.98,573.91,21.42,657.46,184.81,BK0003504,G0018861,Norwegian,2024-04-18,2120.46,2026-04-05T21:18:59.404629
897.98,492.67,2957.22,622.38,1738.08,716.28,BK0003506,G0011040,Norwegian,2025-05-25,7424.61,2026-04-05T21:18:59.404647
567.22,126.06,382.13,731.51,465.5,96.28,BK0003507,G0003979,Norwegian,2025-03-21,2368.7,2026-04-05T21:18:59.404665
120.27,751.83,1328.43,99.62,28.07,358.92,BK0003508,G0010159,Oceania,2023-10-02,2687.14,2026-04-05T21:18:59.404683
187.48,25.67,1377.6,708.32,777.9,384.58,BK0003509,G0005207,Norwegian,2022-10-20,3461.55,2026-04-05T21:18:59.404701
84.48,256.4,85.96,107.55,54.73,36.41,BK0003510,G0014837,Norwegian,2023-05-31,625.53,2026-04-05T21:18:59.404717
242.28,310.51,2388.16,104.39,162.23,413.93,BK0003511,G0003227,Oceania,2025-04-08,3621.5,2026-04-05T21:18:59.404733
204.48,25.44,677.28,685.53,770.97,185.72,BK0003514,G0016205,Norwegian,2022-09-17,2549.42,2026-04-05T21:18:59.404750
0.0,847.75,3629.58,0.0,343.02,787.93,BK0003515,G0018288,Regent,2024-02-22,5608.28,2026-04-05T21:18:59.404766
0.0,536.67,2401.5,0.0,254.61,718.28,BK0003516,G0009654,Regent,2022-03-28,3911.06,2026-04-05T21:18:59.404782
297.14,762.5,711.92,24.33,101.81,220.22,BK0003517,G0009525,Oceania,2025-04-06,2117.92,2026-04-05T21:18:59.404799
224.47,626.1,200.04,191.26,58.35,434.96,BK0003518,G0014873,Oceania,2025-11-08,1735.18,2026-04-05T21:18:59.404815
181.43,476.55,1947.23,1094.08,661.44,14.82,BK0003519,G0002197,Norwegian,2024-02-24,4375.55,2026-04-05T21:18:59.404833
220.7,366.84,2092.07,134.2,50.81,669.55,BK0003520,G0013079,Oceania,2025-01-19,3534.17,2026-04-05T21:18:59.404851
21.57,47.52,440.81,143.34,43.13,118.16,BK0003521,G0002278,Oceania,2025-05-30,814.53,2026-04-05T21:18:59.404869
0.0,669.59,1293.36,0.0,220.2,686.62,BK0003522,G0000546,Regent,2024-03-11,2869.77,2026-04-05T21:18:59.404887
446.96,61.93,141.55,208.03,893.15,239.17,BK0003523,G0019897,Norwegian,2023-04-07,1990.79,2026-04-05T21:18:59.404905
155.97,777.27,1388.12,336.26,72.39,668.34,BK0003524,G0002938,Oceania,2024-12-03,3398.35,2026-04-05T21:18:59.404923
804.98,94.63,1111.06,1111.4,975.73,298.4,BK0003525,G0005833,Norwegian,2024-02-26,4396.2,2026-04-05T21:18:59.404941
15.27,226.9,362.85,129.24,66.72,153.33,BK0003527,G0018002,Norwegian,2025-05-02,954.31,2026-04-05T21:18:59.404959
440.59,345.5,939.82,158.17,193.85,16.71,BK0003528,G0008230,Norwegian,2025-08-27,2094.64,2026-04-05T21:18:59.404977
146.84,70.54,714.73,4.34,48.39,193.18,BK0003529,G0015951,Norwegian,2023-03-04,1178.02,2026-04-05T21:18:59.404995
152.03,225.08,386.77,364.72,841.33,545.7,BK0003530,G0003750,Norwegian,2025-05-04,2515.63,2026-04-05T21:18:59.405013
380.48,280.81,3420.62,452.66,9.73,666.89,BK0003531,G0014317,Oceania,2023-03-02,5211.19,2026-04-05T21:18:59.405031
175.74,92.67,425.61,340.82,161.96,197.94,BK0003532,G0011391,Norwegian,2024-05-05,1394.74,2026-04-05T21:18:59.405049
0.0,1375.97,3599.52,0.0,104.46,1034.97,BK0003533,G0001078,Regent,2022-05-11,6114.92,2026-04-05T21:18:59.405067
96.28,481.6,18.14,624.45,145.28,215.88,BK0003534,G0005747,Norwegian,2023-03-03,1581.63,2026-04-05T21:18:59.405085
209.28,566.97,2370.44,244.46,196.55,477.9,BK0003535,G0015929,Oceania,2024-10-16,4065.6,2026-04-05T21:18:59.405103
3.91,205.51,447.76,893.46,1477.66,558.5,BK0003536,G0000172,Norwegian,2024-08-08,3586.8,2026-04-05T21:18:59.405122
43.54,653.44,246.35,172.03,160.69,238.06,BK0003537,G0001520,Oceania,2023-09-28,1514.11,2026-04-05T21:18:59.405139
269.58,693.09,1837.18,268.94,156.52,621.78,BK0003538,G0016533,Oceania,2025-11-19,3847.09,2026-04-05T21:18:59.405157
240.54,209.71,61.8,265.04,170.84,95.05,BK0003539,G0006044,Norwegian,2025-07-13,1042.98,2026-04-05T21:18:59.405175
236.47,366.17,279.22,63.16,328.41,288.33,BK0003540,G0009623,Norwegian,2022-10-03,1561.76,2026-04-05T21:18:59.405194
412.9,87.32,1061.81,545.19,84.69,301.78,BK0003541,G0017898,Norwegian,2022-09-27,2493.69,2026-04-05T21:18:59.405210
0.0,1122.04,160.46,0.0,332.25,596.43,BK0003542,G0011133,Regent,2025-04-24,2211.18,2026-04-05T21:18:59.405226
36.1,288.53,2036.82,48.12,32.51,483.01,BK0003543,G0018848,Oceania,2022-01-15,2925.09,2026-04-05T21:18:59.405243
19.05,1136.62,3071.15,453.12,163.7,716.65,BK0003545,G0011867,Oceania,2025-09-02,5560.29,2026-04-05T21:18:59.405259
237.9,187.2,390.88,103.33,114.71,14.55,BK0003546,G0009648,Norwegian,2023-07-13,1048.57,2026-04-05T21:18:59.405276
205.36,409.77,3272.24,191.22,233.11,561.92,BK0003547,G0012232,Oceania,2025-03-13,4873.62,2026-04-05T21:18:59.405292
64.93,367.35,357.28,327.32,384.86,471.04,BK0003548,G0018982,Norwegian,2024-01-28,1972.78,2026-04-05T21:18:59.405309
254.14,360.09,1245.15,259.23,98.37,555.48,BK0003549,G0008604,Oceania,2023-07-19,2772.46,2026-04-05T21:18:59.405326
499.66,731.44,1382.29,372.89,368.65,688.05,BK0003550,G0019105,Oceania,2024-01-17,4042.98,2026-04-05T21:18:59.405344
398.16,229.29,1354.9,794.41,851.93,40.99,BK0003551,G0005836,Norwegian,2025-02-27,3669.68,2026-04-05T21:18:59.405362
273.03,109.91,657.74,185.42,435.38,142.02,BK0003552,G0019214,Norwegian,2025-09-09,1803.5,2026-04-05T21:18:59.405380
344.51,3.76,816.47,724.14,174.98,212.8,BK0003553,G0006568,Norwegian,2025-05-15,2276.66,2026-04-05T21:18:59.405398
344.6,328.56,1090.07,495.27,334.4,75.09,BK0003555,G0000409,Norwegian,2023-02-18,2667.99,2026-04-05T21:18:59.405416
14.84,170.72,193.32,35.09,975.29,296.62,BK0003556,G0002248,Norwegian,2023-05-19,1685.88,2026-04-05T21:18:59.405434
26.56,257.71,1485.04,501.28,921.92,324.64,BK0003557,G0010423,Norwegian,2022-04-21,3517.15,2026-04-05T21:18:59.405452
0.0,763.97,1877.28,0.0,260.54,604.97,BK0003558,G0004628,Regent,2025-04-15,3506.76,2026-04-05T21:18:59.405470
81.07,78.62,303.46,329.69,308.06,106.89,BK0003559,G0017668,Norwegian,2023-08-27,1207.79,2026-04-05T21:18:59.405488
137.03,96.56,1896.4,329.94,78.24,35.83,BK0003560,G0011187,Oceania,2025-10-16,2574.0,2026-04-05T21:18:59.405506
1189.48,339.04,2331.78,508.05,334.38,179.53,BK0003561,G0005317,Norwegian,2023-04-02,4882.26,2026-04-05T21:18:59.405524
120.83,27.32,252.63,152.95,24.37,508.53,BK0003562,G0001755,Oceania,2024-01-24,1086.63,2026-04-05T21:18:59.405543
0.0,734.99,4330.28,0.0,336.82,1132.94,BK0003563,G0011071,Regent,2024-07-25,6535.03,2026-04-05T21:18:59.405561
102.29,690.65,1064.86,152.81,114.47,392.09,BK0003564,G0019849,Oceania,2023-11-13,2517.17,2026-04-05T21:18:59.405579
409.99,644.98,2868.03,1211.15,296.53,406.6,BK0003565,G0019135,Norwegian,2023-08-08,5837.28,2026-04-05T21:18:59.405597
149.19,420.03,271.85,238.05,669.41,293.99,BK0003566,G0014673,Norwegian,2023-08-15,2042.52,2026-04-05T21:18:59.405615
329.85,277.01,301.81,395.6,626.47,587.7,BK0003567,G0011899,Norwegian,2023-10-29,2518.44,2026-04-05T21:18:59.405633
122.34,518.02,1787.76,1053.43,400.13,300.22,BK0003568,G0010421,Norwegian,2022-10-03,4181.9,2026-04-05T21:18:59.405652
0.0,822.06,1451.36,0.0,268.78,240.65,BK0003569,G0007334,Regent,2024-09-01,2782.85,2026-04-05T21:18:59.405670
470.18,240.86,1520.56,615.3,884.72,117.24,BK0003570,G0014461,Norwegian,2023-03-16,3848.86,2026-04-05T21:18:59.405688
548.75,98.91,1074.05,159.78,851.4,162.1,BK0003571,G0003210,Norwegian,2023-10-12,2894.99,2026-04-05T21:18:59.405705
634.01,687.17,141.88,1127.79,638.74,698.16,BK0003572,G0001616,Norwegian,2024-06-29,3927.75,2026-04-05T21:18:59.405721
318.09,337.95,92.36,1353.6,404.73,523.45,BK0003573,G0017349,Norwegian,2023-03-06,3030.18,2026-04-05T21:18:59.405737
124.92,522.27,685.37,150.74,176.66,36.82,BK0003574,G0003280,Oceania,2022-11-22,1696.78,2026-04-05T21:18:59.405754
169.95,255.31,1532.53,81.11,87.25,319.87,BK0003575,G0018360,Oceania,2025-05-17,2446.02,2026-04-05T21:18:59.405770
417.45,141.56,51.26,137.43,807.54,21.53,BK0003576,G0014869,Norwegian,2025-09-09,1576.77,2026-04-05T21:18:59.405786
44.98,296.65,2306.48,283.74,64.57,158.55,BK0003577,G0001047,Oceania,2025-10-14,3154.97,2026-04-05T21:18:59.405803
206.87,83.71,41.73,197.81,15.96,599.91,BK0003578,G0016317,Oceania,2024-02-10,1145.99,2026-04-05T21:18:59.405819
235.86,187.01,585.76,99.99,410.28,154.62,BK0003579,G0017685,Norwegian,2022-09-01,1673.52,2026-04-05T21:18:59.405837
0.0,1184.16,1582.73,0.0,343.58,822.13,BK0003580,G0005336,Regent,2022-08-17,3932.6,2026-04-05T21:18:59.405856
513.3,385.16,1209.52,320.39,249.21,221.52,BK0003582,G0014339,Norwegian,2022-04-09,2899.1,2026-04-05T21:18:59.405874
563.51,282.88,516.8,658.9,878.65,14.52,BK0003583,G0013468,Norwegian,2023-11-27,2915.26,2026-04-05T21:18:59.405891
573.78,665.13,1294.04,87.96,573.52,386.46,BK0003584,G0017918,Norwegian,2025-01-28,3580.89,2026-04-05T21:18:59.405909
0.0,126.18,1832.56,0.0,269.82,231.68,BK0003585,G0015552,Regent,2022-08-08,2460.24,2026-04-05T21:18:59.405928
419.17,480.95,1374.06,403.02,175.07,344.48,BK0003586,G0012570,Norwegian,2022-06-27,3196.75,2026-04-05T21:18:59.405946
0.0,726.14,0.23,0.0,383.7,813.71,BK0003587,G0009129,Regent,2025-03-25,1923.78,2026-04-05T21:18:59.405964
264.66,302.82,60.69,223.65,556.05,228.26,BK0003588,G0009246,Norwegian,2023-12-26,1636.13,2026-04-05T21:18:59.405982
0.0,408.55,3525.39,0.0,152.77,292.75,BK0003589,G0015789,Regent,2024-07-14,4379.46,2026-04-05T21:18:59.406000
298.21,365.76,1853.5,594.96,478.92,113.86,BK0003590,G0011798,Norwegian,2023-11-18,3705.21,2026-04-05T21:18:59.406018
0.0,162.82,1919.47,0.0,77.03,80.5,BK0003591,G0013047,Regent,2024-07-10,2239.82,2026-04-05T21:18:59.406036
29.01,28.93,20.51,166.69,64.62,234.52,BK0003592,G0018552,Oceania,2022-08-11,544.28,2026-04-05T21:18:59.406055
75.46,89.28,400.14,348.44,182.38,55.87,BK0003593,G0015248,Norwegian,2023-06-07,1151.57,2026-04-05T21:18:59.406073
149.2,283.85,64.3,241.76,505.34,28.13,BK0003594,G0016472,Norwegian,2024-11-14,1272.58,2026-04-05T21:18:59.406091
309.1,358.86,1272.42,455.21,395.04,237.33,BK0003595,G0011451,Norwegian,2025-06-09,3027.96,2026-04-05T21:18:59.406109
296.31,230.01,1905.29,183.99,184.71,222.32,BK0003596,G0016212,Oceania,2024-02-27,3022.63,2026-04-05T21:18:59.406127
261.92,36.15,801.85,6.44,34.65,434.21,BK0003597,G0017804,Oceania,2023-01-07,1575.22,2026-04-05T21:18:59.406145
527.64,1208.26,748.59,513.29,330.66,985.27,BK0003598,G0013525,Oceania,2022-08-09,4313.71,2026-04-05T21:18:59.406163
157.47,15.55,648.11,243.28,202.26,130.85,BK0003599,G0012064,Norwegian,2024-06-18,1397.52,2026-04-05T21:18:59.406181
415.76,61.19,338.9,501.18,129.52,148.36,BK0003600,G0012330,Norwegian,2024-07-15,1594.91,2026-04-05T21:18:59.406199
204.42,478.37,342.39,365.76,637.98,274.58,BK0003601,G0001880,Norwegian,2025-06-27,2303.5,2026-04-05T21:18:59.406216
0.0,264.8,2320.04,0.0,294.91,244.7,BK0003602,G0002322,Regent,2025-12-23,3124.45,2026-04-05T21:18:59.406232
168.32,110.1,612.31,18.95,475.28,80.47,BK0003603,G0018085,Norwegian,2022-02-27,1465.43,2026-04-05T21:18:59.406249
0.0,128.42,3229.07,0.0,173.86,199.76,BK0003604,G0002764,Regent,2022-10-21,3731.11,2026-04-05T21:18:59.406267
0.0,1008.2,2601.48,0.0,4.02,444.72,BK0003605,G0012138,Regent,2022-04-16,4058.42,2026-04-05T21:18:59.406285
0.0,252.86,857.53,0.0,132.78,72.72,BK0003608,G0015179,Regent,2023-02-06,1315.89,2026-04-05T21:18:59.406303
105.16,215.52,535.88,82.64,37.64,189.83,BK0003609,G0007517,Oceania,2025-06-11,1166.67,2026-04-05T21:18:59.406321
503.89,381.17,1443.61,663.09,313.21,199.85,BK0003610,G0002062,Norwegian,2022-10-04,3504.82,2026-04-05T21:18:59.406339
185.71,148.13,1732.51,309.59,39.36,72.86,BK0003611,G0005135,Oceania,2025-05-03,2488.16,2026-04-05T21:18:59.406357
81.14,330.31,364.09,11.91,34.48,328.63,BK0003612,G0010771,Oceania,2025-07-27,1150.56,2026-04-05T21:18:59.406375
0.0,58.21,2053.55,0.0,48.71,829.26,BK0003613,G0016489,Regent,2023-05-17,2989.73,2026-04-05T21:18:59.406393
0.0,343.08,351.54,0.0,81.48,290.26,BK0003614,G0007704,Regent,2022-02-04,1066.36,2026-04-05T21:18:59.406411
539.17,222.45,425.6,238.55,989.71,114.95,BK0003615,G0006400,Norwegian,2024-11-26,2530.43,2026-04-05T21:18:59.406429
