booking_id,guest_id,brand,ship_name,itinerary_name,region,nights,cabin_category,num_guests,booking_date,sail_date,booking_window_days,cabin_price_usd,total_revenue_usd,booking_channel,is_cancelled,cancellation_date,cancellation_reason,loyalty_tier,_fivetran_synced
BK0013705,G0014047,Oceania,Allura,Panama Canal,Americas,14,Veranda,1,2023-04-30,2024-03-22,327,11353.74,11417.6,OTA,False,,,None,2026-04-05T21:18:37.544247
BK0013706,G0012115,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Oceanview,1,2024-05-25,2024-11-06,165,1486.16,1590.36,Travel Agent,False,,,None,2026-04-05T21:18:37.544252
BK0013707,G0004889,Norwegian,Norwegian Joy,Panama Canal,Americas,14,Haven Suite,4,2022-11-08,2022-11-30,22,4799.44,19824.06,Group,False,,,None,2026-04-05T21:18:37.544258
BK0013708,G0017373,Oceania,Marina,Bermuda Getaway,Bermuda,5,Oceanview,3,2022-09-16,2022-11-09,54,12310.01,38820.38,Loyalty,False,,,None,2026-04-05T21:18:37.544263
BK0013709,G0019461,Oceania,Riviera,Caribbean Classic,Caribbean,7,Veranda,1,2021-11-07,2022-03-07,120,5541.98,6030.53,Travel Agent,False,,,None,2026-04-05T21:18:37.544268
BK0013710,G0005083,Oceania,Vista,Panama Canal,Americas,14,Oceanview,2,2021-11-24,2022-10-09,319,5914.05,11781.03,Group,False,,,Platinum,2026-04-05T21:18:37.544273
BK0013711,G0014292,Oceania,Allura,Mediterranean Dreams,Mediterranean,10,Penthouse,2,2024-06-23,2024-11-11,141,5173.26,10682.97,OTA,False,,,Ambassador,2026-04-05T21:18:37.544278
BK0013712,G0005777,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Inside,2,2025-07-04,2025-08-25,52,3309.65,7193.61,Group,False,,,None,2026-04-05T21:18:37.544283
BK0013713,G0008944,Norwegian,Norwegian Bliss,Bermuda Getaway,Bermuda,5,Balcony,2,2023-04-07,2023-10-09,185,725.83,1560.22,Direct Web,False,,,Platinum,2026-04-05T21:18:37.544288
BK0013714,G0019380,Regent,Seven Seas Grandeur,Panama Canal,Americas,14,Master Suite,2,2024-02-10,2025-03-13,397,5334.47,11006.79,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.544293
BK0013715,G0008441,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Mini-Suite,1,2024-03-28,2024-10-31,217,1727.18,1885.35,OTA,False,,,Latitudes,2026-04-05T21:18:37.544298
BK0013716,G0007766,Norwegian,Norwegian Joy,Panama Canal,Americas,14,Inside,1,2023-03-14,2023-09-13,183,3793.68,3688.04,Direct Web,False,,,None,2026-04-05T21:18:37.544303
BK0013717,G0009002,Norwegian,Norwegian Encore,Alaska Explorer,Alaska,7,Balcony,1,2025-09-16,2025-11-20,65,4280.71,4330.33,OTA,False,,,Platinum,2026-04-05T21:18:37.544308
BK0013718,G0008730,Norwegian,Norwegian Joy,Norwegian Fjords,Europe,9,Oceanview,3,2022-06-24,2022-07-06,12,2906.41,8302.85,Travel Agent,False,,,Gold,2026-04-05T21:18:37.544313
BK0013719,G0013467,Oceania,Riviera,Norwegian Fjords,Europe,9,Inside,3,2023-01-07,2023-10-31,297,8228.18,24958.81,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544318
BK0013720,G0013736,Norwegian,Norwegian Joy,Norwegian Fjords,Europe,9,Inside,2,2024-08-04,2024-09-20,47,1409.35,3053.54,Direct Web,False,,,None,2026-04-05T21:18:37.544323
BK0013721,G0016196,Norwegian,Norwegian Bliss,Caribbean Classic,Caribbean,7,Haven Suite,2,2025-09-06,2025-10-26,50,3632.1,7643.38,Loyalty,False,,,None,2026-04-05T21:18:37.544328
BK0013722,G0009683,Oceania,Riviera,Panama Canal,Americas,14,Inside,2,2022-12-08,2023-04-30,143,3577.39,7198.39,Group,True,2022-12-16,Weather,Ambassador,2026-04-05T21:18:37.544333
BK0013723,G0011092,Norwegian,Norwegian Encore,Bermuda Getaway,Bermuda,5,Balcony,2,2025-03-27,2025-07-27,122,1471.16,2796.47,Group,True,2025-04-17,Weather,Ambassador,2026-04-05T21:18:37.544338
BK0013724,G0012828,Norwegian,Norwegian Joy,Asia Discovery,Asia,14,Haven Suite,2,2025-10-22,2025-12-24,63,1568.11,3263.12,Group,False,,,None,2026-04-05T21:18:37.544343
BK0013725,G0013241,Norwegian,Norwegian Getaway,Mediterranean Dreams,Mediterranean,10,Inside,1,2024-11-08,2025-01-18,71,2648.96,2567.06,OTA,False,,,None,2026-04-05T21:18:37.544348
BK0013726,G0001063,Norwegian,Norwegian Encore,Norwegian Fjords,Europe,9,Mini-Suite,2,2023-04-23,2023-11-07,198,3682.66,7292.63,Travel Agent,False,,,None,2026-04-05T21:18:37.544352
BK0013727,G0000780,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Inside,2,2023-04-19,2023-11-26,221,2982.05,6231.98,Group,False,,,Gold,2026-04-05T21:18:37.544357
BK0013728,G0012741,Norwegian,Norwegian Escape,Caribbean Classic,Caribbean,7,Haven Suite,2,2025-09-24,2025-10-18,24,2025.35,3901.1,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.544361
BK0013729,G0004273,Oceania,Vista,Panama Canal,Americas,14,Inside,2,2022-05-16,2022-11-14,182,2918.99,6412.06,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544366
BK0013730,G0004820,Oceania,Allura,Norwegian Fjords,Europe,9,Concierge,4,2025-07-10,2025-10-10,92,2254.75,9017.31,Direct Web,False,,,None,2026-04-05T21:18:37.544370
BK0013731,G0002905,Norwegian,Norwegian Encore,Mediterranean Dreams,Mediterranean,10,Mini-Suite,2,2022-05-27,2022-12-04,191,1860.11,3642.73,Group,False,,,None,2026-04-05T21:18:37.544378
BK0013732,G0012562,Regent,Seven Seas Explorer,Alaska Explorer,Alaska,7,Master Suite,2,2024-10-05,2025-10-08,368,17435.55,34919.94,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.544383
BK0013733,G0009514,Norwegian,Norwegian Escape,Asia Discovery,Asia,14,Inside,2,2022-10-17,2022-11-06,20,956.98,1986.34,Loyalty,False,,,Gold,2026-04-05T21:18:37.544387
BK0013734,G0003246,Norwegian,Norwegian Joy,Panama Canal,Americas,14,Haven Suite,2,2023-06-16,2023-07-20,34,3385.57,6935.16,Direct Web,False,,,None,2026-04-05T21:18:37.544392
BK0013735,G0019015,Norwegian,Norwegian Joy,Panama Canal,Americas,14,Mini-Suite,2,2022-05-31,2022-10-02,124,4452.76,8990.38,OTA,False,,,Gold,2026-04-05T21:18:37.544397
BK0013736,G0001609,Regent,Seven Seas Splendor,Alaska Explorer,Alaska,7,Deluxe Suite,2,2023-12-25,2024-07-02,190,10294.7,21293.52,Group,False,,,Platinum,2026-04-05T21:18:37.544402
BK0013737,G0014673,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Haven Suite,1,2022-08-24,2023-04-22,241,2468.05,2353.35,Travel Agent,False,,,None,2026-04-05T21:18:37.544407
BK0013738,G0013496,Norwegian,Norwegian Bliss,Caribbean Classic,Caribbean,7,Mini-Suite,3,2024-04-03,2024-07-02,90,4885.28,14117.01,Group,True,2024-04-28,Medical,Gold,2026-04-05T21:18:37.544413
BK0013739,G0010634,Norwegian,Norwegian Encore,Caribbean Classic,Caribbean,7,Inside,2,2022-06-10,2023-01-17,221,3180.97,6643.31,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544418
BK0013740,G0011996,Norwegian,Norwegian Escape,Asia Discovery,Asia,14,Balcony,2,2024-10-25,2024-12-18,54,4439.03,9125.06,OTA,False,,,Latitudes,2026-04-05T21:18:37.544423
BK0013741,G0015441,Norwegian,Norwegian Encore,Asia Discovery,Asia,14,Mini-Suite,2,2025-08-18,2025-09-27,40,2696.76,5639.41,Group,False,,,Latitudes,2026-04-05T21:18:37.544428
BK0013742,G0005576,Oceania,Vista,Caribbean Classic,Caribbean,7,Concierge,1,2024-01-10,2024-12-16,341,4187.4,4468.05,Direct Web,False,,,None,2026-04-05T21:18:37.544433
BK0013743,G0018723,Norwegian,Norwegian Escape,Norwegian Fjords,Europe,9,Inside,2,2024-07-03,2024-12-14,164,603.27,1251.66,Group,False,,,Latitudes,2026-04-05T21:18:37.544438
BK0013744,G0009368,Norwegian,Norwegian Encore,Alaska Explorer,Alaska,7,Inside,1,2023-03-31,2023-08-26,148,1091.3,1132.15,Group,False,,,Latitudes,2026-04-05T21:18:37.544443
BK0013745,G0014835,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Haven Suite,3,2024-06-02,2024-07-30,58,2286.29,6904.68,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.544448
BK0013746,G0018073,Norwegian,Norwegian Escape,Alaska Explorer,Alaska,7,Oceanview,2,2023-03-23,2023-07-08,107,3852.63,7544.36,Direct Web,True,2023-04-12,Personal,Ambassador,2026-04-05T21:18:37.544453
BK0013747,G0000776,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Inside,2,2022-07-06,2023-01-28,206,1049.83,2250.05,Group,False,,,Platinum,2026-04-05T21:18:37.544458
BK0013748,G0012441,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Inside,1,2025-06-29,2025-09-30,93,1495.8,1512.08,OTA,False,,,Gold,2026-04-05T21:18:37.544463
BK0013749,G0014006,Norwegian,Norwegian Bliss,Norwegian Fjords,Europe,9,Balcony,3,2025-08-26,2025-09-04,9,4176.28,13645.39,Loyalty,False,,,Gold,2026-04-05T21:18:37.544469
BK0013750,G0013865,Regent,Seven Seas Mariner,Norwegian Fjords,Europe,9,Master Suite,4,2022-01-30,2023-04-20,445,13273.23,58134.38,Loyalty,False,,,None,2026-04-05T21:18:37.544474
BK0013751,G0006654,Norwegian,Norwegian Encore,Caribbean Classic,Caribbean,7,Inside,2,2024-02-20,2024-04-16,56,3617.85,6957.04,Group,False,,,None,2026-04-05T21:18:37.544479
BK0013752,G0012063,Norwegian,Norwegian Getaway,Bermuda Getaway,Bermuda,5,Oceanview,1,2022-08-05,2022-12-02,119,908.75,885.71,Loyalty,False,,,None,2026-04-05T21:18:37.544484
BK0013753,G0011721,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Mini-Suite,2,2023-03-02,2023-05-31,90,4942.46,9923.58,OTA,False,,,Gold,2026-04-05T21:18:37.544489
BK0013754,G0007249,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Haven Suite,2,2023-06-08,2023-11-02,147,3848.95,8094.57,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544494
BK0013755,G0011921,Norwegian,Norwegian Encore,Norwegian Fjords,Europe,9,Oceanview,2,2024-07-24,2024-09-04,42,3912.97,8506.19,Loyalty,False,,,None,2026-04-05T21:18:37.544499
BK0013756,G0019506,Oceania,Allura,Caribbean Classic,Caribbean,7,Veranda,2,2023-06-12,2024-02-18,251,6258.26,12732.85,Loyalty,False,,,None,2026-04-05T21:18:37.544504
BK0013757,G0006387,Oceania,Riviera,Panama Canal,Americas,14,Penthouse,2,2022-07-06,2022-08-16,41,3999.23,7719.26,Group,False,,,Gold,2026-04-05T21:18:37.544508
BK0013758,G0007717,Norwegian,Norwegian Encore,Asia Discovery,Asia,14,Mini-Suite,1,2025-01-22,2025-02-10,19,2456.61,2479.25,Direct Web,True,2025-02-02,Medical,Platinum,2026-04-05T21:18:37.544514
BK0013759,G0005456,Norwegian,Norwegian Encore,Hawaii Aloha,Hawaii,12,Mini-Suite,2,2022-12-10,2023-07-24,226,1064.98,2078.53,OTA,False,,,None,2026-04-05T21:18:37.544519
BK0013760,G0009974,Oceania,Riviera,Hawaii Aloha,Hawaii,12,Oceanview,1,2023-06-10,2024-02-18,253,2362.11,2498.24,OTA,False,,,Platinum,2026-04-05T21:18:37.544524
BK0013761,G0008975,Regent,Seven Seas Splendor,Norwegian Fjords,Europe,9,Grand Suite,2,2023-07-02,2023-09-16,76,5102.68,10675.86,Direct Web,False,,,None,2026-04-05T21:18:37.544529
BK0013762,G0009107,Norwegian,Norwegian Joy,Caribbean Classic,Caribbean,7,Inside,1,2024-12-29,2025-03-26,87,3459.25,3304.67,Loyalty,False,,,Ambassador,2026-04-05T21:18:37.544534
BK0013763,G0005869,Norwegian,Norwegian Bliss,Alaska Explorer,Alaska,7,Balcony,2,2023-01-20,2023-02-21,32,3586.74,7844.7,Direct Web,True,2023-01-28,Personal,Latitudes,2026-04-05T21:18:37.544540
BK0013764,G0003666,Regent,Seven Seas Grandeur,Panama Canal,Americas,14,Grand Suite,2,2025-10-01,2025-12-08,68,7396.41,15283.85,Loyalty,True,2025-10-15,Price,Ambassador,2026-04-05T21:18:37.544545
BK0013765,G0009289,Norwegian,Norwegian Joy,Mediterranean Dreams,Mediterranean,10,Oceanview,1,2025-06-07,2025-08-24,78,4145.36,4135.83,Loyalty,False,,,None,2026-04-05T21:18:37.544550
BK0013766,G0005816,Norwegian,Norwegian Joy,Panama Canal,Americas,14,Mini-Suite,4,2022-02-13,2022-06-19,126,1478.04,5970.55,OTA,False,,,Platinum,2026-04-05T21:18:37.544555
BK0013767,G0003501,Norwegian,Norwegian Escape,Mediterranean Dreams,Mediterranean,10,Inside,4,2025-06-05,2025-07-09,34,3625.48,14895.25,Travel Agent,False,,,Gold,2026-04-05T21:18:37.544560
BK0013768,G0012946,Oceania,Allura,Caribbean Classic,Caribbean,7,Penthouse,2,2023-10-17,2024-04-23,189,5760.42,12218.5,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544565
BK0013769,G0004592,Regent,Seven Seas Grandeur,Alaska Explorer,Alaska,7,Grand Suite,4,2023-04-04,2023-08-13,131,22594.46,92072.69,OTA,True,2023-04-07,Medical,None,2026-04-05T21:18:37.544570
BK0013770,G0003291,Norwegian,Norwegian Encore,Bermuda Getaway,Bermuda,5,Oceanview,3,2025-03-15,2025-10-25,224,3962.36,11684.7,Group,True,2025-07-22,,None,2026-04-05T21:18:37.544575
BK0013771,G0011997,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Balcony,2,2022-08-12,2022-12-25,135,2112.71,4337.27,OTA,False,,,Gold,2026-04-05T21:18:37.544581
BK0013772,G0007138,Norwegian,Norwegian Getaway,Mediterranean Dreams,Mediterranean,10,Inside,4,2025-11-01,2025-12-20,49,3846.87,16714.99,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.544587
BK0013773,G0018727,Oceania,Vista,Bermuda Getaway,Bermuda,5,Inside,2,2022-07-04,2023-01-20,200,11079.42,21341.92,Travel Agent,False,,,None,2026-04-05T21:18:37.544592
BK0013774,G0011234,Norwegian,Norwegian Joy,Bermuda Getaway,Bermuda,5,Mini-Suite,3,2023-05-22,2023-12-21,213,2649.71,7863.99,Travel Agent,False,,,Gold,2026-04-05T21:18:37.544597
BK0013775,G0013216,Norwegian,Norwegian Escape,Hawaii Aloha,Hawaii,12,Balcony,2,2025-08-20,2025-10-10,51,931.68,1938.85,Travel Agent,True,2025-09-06,Medical,Gold,2026-04-05T21:18:37.544603
BK0013776,G0000186,Norwegian,Norwegian Encore,Bermuda Getaway,Bermuda,5,Mini-Suite,2,2024-09-21,2024-11-23,63,3744.52,7590.4,Loyalty,False,,,Gold,2026-04-05T21:18:37.544607
BK0013777,G0001930,Norwegian,Norwegian Encore,Mediterranean Dreams,Mediterranean,10,Inside,2,2023-08-01,2023-12-19,140,3456.66,7536.13,Travel Agent,False,,,None,2026-04-05T21:18:37.544612
BK0013778,G0005142,Oceania,Marina,Hawaii Aloha,Hawaii,12,Inside,2,2024-04-19,2024-09-26,160,1980.99,4221.82,OTA,False,,,None,2026-04-05T21:18:37.544618
BK0013779,G0016534,Norwegian,Norwegian Joy,Caribbean Classic,Caribbean,7,Balcony,2,2025-05-21,2025-09-18,120,3723.03,7749.4,Travel Agent,True,2025-08-20,Medical,Gold,2026-04-05T21:18:37.544624
BK0013780,G0015226,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Mini-Suite,2,2024-03-13,2024-08-10,150,2783.44,6072.04,Group,False,,,Platinum,2026-04-05T21:18:37.544629
BK0013781,G0009266,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Mini-Suite,1,2024-02-12,2024-04-07,55,1584.32,1621.87,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.544634
BK0013782,G0019119,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Inside,2,2023-02-17,2023-09-14,209,1714.34,3366.46,Loyalty,False,,,Ambassador,2026-04-05T21:18:37.544639
BK0013783,G0013094,Norwegian,Norwegian Getaway,Alaska Explorer,Alaska,7,Oceanview,2,2023-09-03,2023-09-18,15,2280.24,4446.58,OTA,False,,,Gold,2026-04-05T21:18:37.544644
BK0013784,G0007724,Norwegian,Norwegian Bliss,Panama Canal,Americas,14,Oceanview,2,2023-08-15,2024-02-18,187,1642.4,3196.87,OTA,False,,,None,2026-04-05T21:18:37.544649
BK0013785,G0002075,Oceania,Vista,Caribbean Classic,Caribbean,7,Veranda,2,2023-08-13,2024-01-01,141,5670.45,12243.39,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.544654
BK0013786,G0009966,Norwegian,Norwegian Encore,Mediterranean Dreams,Mediterranean,10,Mini-Suite,3,2022-07-03,2022-09-23,82,3448.96,11286.8,OTA,False,,,None,2026-04-05T21:18:37.544659
BK0013787,G0002341,Norwegian,Norwegian Getaway,Caribbean Classic,Caribbean,7,Balcony,3,2023-07-05,2023-09-24,81,2682.94,8483.98,Group,False,,,Gold,2026-04-05T21:18:37.544664
BK0013788,G0010190,Regent,Seven Seas Mariner,Bermuda Getaway,Bermuda,5,Penthouse Suite,2,2020-09-07,2022-02-08,519,8509.74,17588.03,Group,False,,,None,2026-04-05T21:18:37.544669
BK0013789,G0017869,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Inside,4,2023-03-04,2023-08-22,171,2095.2,7990.69,Loyalty,False,,,None,2026-04-05T21:18:37.544674
BK0013790,G0002145,Norwegian,Norwegian Joy,Asia Discovery,Asia,14,Inside,2,2022-04-08,2022-08-08,122,4753.18,10288.06,Group,False,,,Latitudes,2026-04-05T21:18:37.544679
BK0013791,G0011637,Norwegian,Norwegian Escape,Norwegian Fjords,Europe,9,Mini-Suite,2,2024-07-23,2025-01-28,189,3649.01,7671.74,OTA,False,,,None,2026-04-05T21:18:37.544684
BK0013792,G0002228,Norwegian,Norwegian Bliss,Bermuda Getaway,Bermuda,5,Mini-Suite,3,2022-05-25,2022-10-09,137,929.25,3013.71,Direct Web,False,,,None,2026-04-05T21:18:37.544689
BK0013793,G0003573,Oceania,Vista,Alaska Explorer,Alaska,7,Veranda,4,2023-02-09,2023-07-04,145,12866.64,52559.25,Group,False,,,None,2026-04-05T21:18:37.544694
BK0013794,G0009394,Oceania,Vista,Mediterranean Dreams,Mediterranean,10,Penthouse,3,2023-07-04,2023-12-25,174,7990.55,24745.07,Direct Web,False,,,Platinum,2026-04-05T21:18:37.544699
BK0013795,G0019407,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Balcony,2,2023-11-16,2024-02-29,105,3028.9,6131.14,Group,True,2024-02-24,Personal,Latitudes,2026-04-05T21:18:37.544705
BK0013796,G0002758,Norwegian,Norwegian Getaway,Panama Canal,Americas,14,Haven Suite,2,2023-10-01,2023-11-06,36,2041.28,4466.83,OTA,True,2023-10-27,,None,2026-04-05T21:18:37.544710
BK0013797,G0004104,Norwegian,Norwegian Bliss,Asia Discovery,Asia,14,Inside,3,2023-10-16,2023-11-26,41,3522.79,10045.3,OTA,False,,,None,2026-04-05T21:18:37.544715
BK0013798,G0019631,Oceania,Riviera,Alaska Explorer,Alaska,7,Inside,3,2022-12-10,2023-01-23,44,6815.66,21138.8,Travel Agent,False,,,None,2026-04-05T21:18:37.544720
BK0013799,G0003246,Norwegian,Norwegian Escape,Alaska Explorer,Alaska,7,Oceanview,2,2024-08-14,2025-02-10,180,3842.73,8138.83,OTA,False,,,None,2026-04-05T21:18:37.544725
BK0013800,G0005995,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Haven Suite,3,2025-02-12,2025-04-19,66,2505.79,7970.48,Travel Agent,False,,,None,2026-04-05T21:18:37.544730
BK0013801,G0016980,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Oceanview,4,2023-12-31,2024-06-25,177,4276.27,18405.41,Group,False,,,None,2026-04-05T21:18:37.544735
BK0013802,G0004259,Oceania,Riviera,Asia Discovery,Asia,14,Veranda,3,2022-12-23,2023-10-27,308,9544.07,28984.03,Group,False,,,Latitudes,2026-04-05T21:18:37.544740
BK0013803,G0017643,Oceania,Vista,Asia Discovery,Asia,14,Veranda,2,2023-10-23,2024-02-25,125,11136.88,23196.85,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.544744
BK0013804,G0007135,Oceania,Riviera,Bermuda Getaway,Bermuda,5,Inside,2,2021-12-01,2022-02-11,72,6852.48,14083.86,Travel Agent,False,,,Gold,2026-04-05T21:18:37.544749
BK0013805,G0001276,Regent,Seven Seas Mariner,Norwegian Fjords,Europe,9,Master Suite,2,2023-01-29,2024-03-13,409,4241.49,8698.55,Group,True,2023-10-22,Weather,None,2026-04-05T21:18:37.544754
BK0013806,G0001665,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Haven Suite,2,2024-11-17,2025-05-17,181,2851.64,5969.4,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544758
BK0013807,G0014335,Norwegian,Norwegian Escape,Hawaii Aloha,Hawaii,12,Mini-Suite,3,2023-11-06,2023-11-17,11,2473.33,7781.82,Loyalty,False,,,None,2026-04-05T21:18:37.544763
BK0013808,G0001135,Norwegian,Norwegian Encore,Norwegian Fjords,Europe,9,Haven Suite,2,2022-08-06,2022-10-26,81,1861.53,3897.94,Loyalty,False,,,None,2026-04-05T21:18:37.544767
BK0013809,G0005837,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Inside,3,2025-10-06,2025-11-11,36,4291.45,13472.2,Travel Agent,False,,,None,2026-04-05T21:18:37.544771
BK0013810,G0014277,Norwegian,Norwegian Getaway,Mediterranean Dreams,Mediterranean,10,Mini-Suite,2,2024-02-19,2024-11-14,269,2717.86,5206.38,Travel Agent,False,,,None,2026-04-05T21:18:37.544776
BK0013811,G0004812,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Haven Suite,3,2023-01-11,2023-09-22,254,4146.5,11977.15,Travel Agent,False,,,None,2026-04-05T21:18:37.544782
BK0013812,G0016682,Norwegian,Norwegian Getaway,Caribbean Classic,Caribbean,7,Balcony,2,2023-07-27,2023-08-26,30,4155.08,8532.42,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544786
BK0013813,G0010101,Oceania,Riviera,Bermuda Getaway,Bermuda,5,Penthouse,2,2023-05-04,2023-12-27,237,7737.95,14744.42,Group,False,,,Latitudes,2026-04-05T21:18:37.544790
BK0013814,G0004703,Regent,Seven Seas Splendor,Hawaii Aloha,Hawaii,12,Superior Suite,2,2023-01-21,2024-04-17,452,20273.95,43189.15,OTA,False,,,None,2026-04-05T21:18:37.544795
BK0013815,G0005065,Regent,Seven Seas Mariner,Norwegian Fjords,Europe,9,Master Suite,3,2023-06-25,2024-01-10,199,13728.42,39192.48,Direct Web,False,,,Platinum,2026-04-05T21:18:37.544800
BK0013816,G0013802,Norwegian,Norwegian Getaway,Hawaii Aloha,Hawaii,12,Mini-Suite,3,2024-05-06,2024-09-19,136,2230.27,7173.79,OTA,False,,,Platinum,2026-04-05T21:18:37.544804
BK0013817,G0015374,Regent,Seven Seas Grandeur,Panama Canal,Americas,14,Master Suite,4,2024-11-10,2025-12-04,389,5058.44,20437.57,Travel Agent,False,,,Gold,2026-04-05T21:18:37.544808
BK0013818,G0003428,Oceania,Riviera,Asia Discovery,Asia,14,Inside,1,2025-02-01,2025-07-12,161,4349.61,4652.05,Group,False,,,Gold,2026-04-05T21:18:37.544813
BK0013819,G0002341,Norwegian,Norwegian Escape,Mediterranean Dreams,Mediterranean,10,Haven Suite,2,2025-04-03,2025-07-04,92,3693.12,7295.21,Travel Agent,False,,,Ambassador,2026-04-05T21:18:37.544818
BK0013820,G0005093,Oceania,Vista,Alaska Explorer,Alaska,7,Penthouse,4,2023-02-16,2024-01-01,319,7461.87,28430.37,Loyalty,False,,,None,2026-04-05T21:18:37.544822
BK0013821,G0010816,Norwegian,Norwegian Joy,Alaska Explorer,Alaska,7,Haven Suite,2,2024-09-05,2024-09-16,11,3640.87,7859.46,OTA,False,,,Latitudes,2026-04-05T21:18:37.544827
BK0013822,G0015292,Norwegian,Norwegian Bliss,Caribbean Classic,Caribbean,7,Oceanview,2,2025-04-26,2025-05-18,22,3639.39,7641.04,Group,False,,,None,2026-04-05T21:18:37.544831
BK0013823,G0014594,Norwegian,Norwegian Bliss,Caribbean Classic,Caribbean,7,Haven Suite,1,2022-09-08,2022-10-12,34,3772.98,3761.63,Loyalty,False,,,None,2026-04-05T21:18:37.544836
BK0013824,G0016646,Norwegian,Norwegian Encore,Caribbean Classic,Caribbean,7,Haven Suite,3,2024-04-14,2024-09-05,144,2517.08,7272.3,Direct Web,False,,,None,2026-04-05T21:18:37.544840
BK0013825,G0007268,Oceania,Allura,Mediterranean Dreams,Mediterranean,10,Penthouse,1,2021-07-28,2022-03-09,224,8959.44,8773.64,Travel Agent,False,,,Platinum,2026-04-05T21:18:37.544845
BK0013826,G0012838,Norwegian,Norwegian Encore,Alaska Explorer,Alaska,7,Mini-Suite,2,2023-07-09,2023-11-22,136,3610.47,7304.59,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.544849
BK0013827,G0005662,Norwegian,Norwegian Getaway,Hawaii Aloha,Hawaii,12,Inside,2,2025-03-13,2025-05-08,56,867.82,1651.43,OTA,False,,,Latitudes,2026-04-05T21:18:37.544854
BK0013828,G0012095,Norwegian,Norwegian Joy,Caribbean Classic,Caribbean,7,Balcony,3,2023-08-10,2023-10-03,54,2831.54,8303.23,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.544862
BK0013829,G0006597,Norwegian,Norwegian Joy,Norwegian Fjords,Europe,9,Mini-Suite,1,2024-10-21,2025-03-04,134,3905.23,3805.59,OTA,False,,,None,2026-04-05T21:18:37.544867
BK0013830,G0016891,Oceania,Vista,Hawaii Aloha,Hawaii,12,Penthouse,2,2023-09-19,2024-07-24,309,10332.58,22077.11,Direct Web,False,,,None,2026-04-05T21:18:37.544871
BK0013831,G0014429,Norwegian,Norwegian Escape,Hawaii Aloha,Hawaii,12,Mini-Suite,2,2023-12-14,2024-01-03,20,1025.72,2160.58,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.544876
BK0013832,G0016981,Oceania,Riviera,Asia Discovery,Asia,14,Concierge,1,2023-01-28,2023-11-09,285,2659.56,2818.64,Group,True,2023-07-17,Medical,None,2026-04-05T21:18:37.544881
BK0013833,G0008997,Oceania,Riviera,Norwegian Fjords,Europe,9,Inside,2,2023-09-27,2024-06-01,248,12555.22,23882.66,Loyalty,True,2023-10-08,,Platinum,2026-04-05T21:18:37.544886
BK0013834,G0018134,Norwegian,Norwegian Bliss,Panama Canal,Americas,14,Balcony,2,2025-07-09,2025-09-24,77,2232.87,4262.75,OTA,False,,,Gold,2026-04-05T21:18:37.544890
BK0013835,G0006267,Oceania,Vista,Panama Canal,Americas,14,Inside,2,2022-03-14,2022-10-20,220,8779.74,19084.89,OTA,False,,,Gold,2026-04-05T21:18:37.544895
